Raw Data File,cells,tracer molecule,labelled positions,abundance,Parameter Value[injection],Parameter Value[Replicate],Factor Value[Incubation time],Metabolite name,CHEBI identifier,atomic positions to the parent molecule/metabolite name,Empirical formula derivatized molecule/fragment,retention(min),m/z monitored,signal intensity,isotopologue,isotologue abundance relative concentration
LacHyp2_02.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,2,2,40,L-Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,5.33,327,,,
LacHyp2_02.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,2,2,40,L-Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,5.33,328,,Lac_13C0,
LacHyp2_02.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,2,2,40,L-Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,5.33,329,,Lac_13C1,
LacHyp2_02.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,2,2,40,L-Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,5.33,330,,Lac_13C2,
LacHyp2_02.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,2,2,40,L-Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,5.33,331,,Lac_13C3,
LacHyp2_03.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,3,2,40,L-Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,5.33,327,,,
LacHyp2_03.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,3,2,40,L-Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,5.33,328,,Lac_13C0,
LacHyp2_03.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,3,2,40,L-Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,5.33,329,,Lac_13C1,
LacHyp2_03.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,3,2,40,L-Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,5.33,330,,Lac_13C2,
LacHyp2_03.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,3,2,40,L-Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,5.33,331,,Lac_13C3,
LacHyp3_01.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,1,3,40,L-Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,5.33,327,,,
LacHyp3_01.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,1,3,40,L-Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,5.33,328,,Lac_13C0,
LacHyp3_01.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,1,3,40,L-Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,5.33,329,,Lac_13C1,
LacHyp3_01.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,1,3,40,L-Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,5.33,330,,Lac_13C2,
LacHyp3_01.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,1,3,40,L-Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,5.33,331,,Lac_13C3,
LacHyp3_02.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,2,3,40,L-Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,5.33,327,,,
LacHyp3_02.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,2,3,40,L-Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,5.33,328,,Lac_13C0,
LacHyp3_02.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,2,3,40,L-Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,5.33,329,,Lac_13C1,
LacHyp3_02.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,2,3,40,L-Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,5.33,330,,Lac_13C2,
LacHyp3_02.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,2,3,40,L-Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,5.33,331,,Lac_13C3,
LacNat1_01.CDF,huvec,,,,1,1,,L-Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,5.33,327,,,
LacNat1_01.CDF,huvec,,,,1,1,,L-Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,5.33,328,,Lac_13C0,
LacNat1_01.CDF,huvec,,,,1,1,,L-Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,5.33,329,,Lac_13C1,
LacNat1_01.CDF,huvec,,,,1,1,,L-Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,5.33,330,,Lac_13C2,
LacNat1_01.CDF,huvec,,,,1,1,,L-Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,5.33,331,,Lac_13C3,
LacNat1_02.CDF,huvec,,,,2,1,,L-Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,5.33,327,,,
LacNat1_02.CDF,huvec,,,,2,1,,L-Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,5.33,328,,Lac_13C0,
LacNat1_02.CDF,huvec,,,,2,1,,L-Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,5.33,329,,Lac_13C1,
LacNat1_02.CDF,huvec,,,,2,1,,L-Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,5.33,330,,Lac_13C2,
LacNat1_02.CDF,huvec,,,,2,1,,L-Lactate,CHEBI:24996,C1-C3,C10H13O3NF7,5.33,331,,Lac_13C3,
GluHyp1_01.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,1,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,197,,,
GluHyp1_01.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,1,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,198,,Glu_13C0,
GluHyp1_01.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,1,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,199,,Glu_13C1,
GluHyp1_01.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,1,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,200,,Glu_13C2,
GluHyp1_01.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,1,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,201,,Glu_13C3,
GluHyp1_01.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,1,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,202,,Glu_13C4,
GluHyp1_01.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,1,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,203,,,
GluHyp1_02.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,2,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,197,,,
GluHyp1_02.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,2,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,198,,Glu_13C0,
GluHyp1_02.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,2,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,199,,Glu_13C1,
GluHyp1_02.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,2,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,200,,Glu_13C2,
GluHyp1_02.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,2,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,201,,Glu_13C3,
GluHyp1_02.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,2,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,202,,Glu_13C4,
GluHyp1_02.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,2,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,203,,,
GluHyp1_03.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,3,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,197,,,
GluHyp1_03.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,3,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,198,,Glu_13C0,
GluHyp1_03.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,3,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,199,,Glu_13C1,
GluHyp1_03.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,3,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,200,,Glu_13C2,
GluHyp1_03.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,3,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,201,,Glu_13C3,
GluHyp1_03.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,3,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,202,,Glu_13C4,
GluHyp1_03.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,3,1,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,203,,,
GluHyp2_01.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,1,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,197,,,
GluHyp2_01.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,1,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,198,,Glu_13C0,
GluHyp2_01.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,1,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,199,,Glu_13C1,
GluHyp2_01.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,1,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,200,,Glu_13C2,
GluHyp2_01.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,1,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,201,,Glu_13C3,
GluHyp2_01.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,1,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,202,,Glu_13C4,
GluHyp2_01.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,1,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,203,,,
GluHyp2_02.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,2,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,197,,,
GluHyp2_02.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,2,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,198,,Glu_13C0,
GluHyp2_02.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,2,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,199,,Glu_13C1,
GluHyp2_02.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,2,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,200,,Glu_13C2,
GluHyp2_02.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,2,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,201,,Glu_13C3,
GluHyp2_02.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,2,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,202,,Glu_13C4,
GluHyp2_02.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,2,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,203,,,
GluHyp2_03.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,3,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,197,,,
GluHyp2_03.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,3,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,198,,Glu_13C0,
GluHyp2_03.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,3,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,199,,Glu_13C1,
GluHyp2_03.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,3,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,200,,Glu_13C2,
GluHyp2_03.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,3,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,201,,Glu_13C3,
GluHyp2_03.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,3,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,202,,Glu_13C4,
GluHyp2_03.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,3,2,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,203,,,
GluHyp3_01.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,1,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,197,,,
GluHyp3_01.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,1,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,198,,Glu_13C0,
GluHyp3_01.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,1,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,199,,Glu_13C1,
GluHyp3_01.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,1,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,200,,Glu_13C2,
GluHyp3_01.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,1,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,201,,Glu_13C3,
GluHyp3_01.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,1,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,202,,Glu_13C4,
GluHyp3_01.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,1,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,203,,,
GluHyp3_02.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,2,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,197,,,
GluHyp3_02.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,2,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,198,,Glu_13C0,
GluHyp3_02.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,2,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,199,,Glu_13C1,
GluHyp3_02.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,2,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,200,,Glu_13C2,
GluHyp3_02.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,2,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,201,,Glu_13C3,
GluHyp3_02.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,2,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,202,,Glu_13C4,
GluHyp3_02.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,2,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,203,,,
GluHyp3_03.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,3,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,197,,,
GluHyp3_03.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,3,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,198,,Glu_13C0,
GluHyp3_03.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,3,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,199,,Glu_13C1,
GluHyp3_03.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,3,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,200,,Glu_13C2,
GluHyp3_03.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,3,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,201,,Glu_13C3,
GluHyp3_03.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,3,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,202,,Glu_13C4,
GluHyp3_03.CDF,huvec,"[1,2-13C]-Glucose","1,1,0,0,0,0",48,3,3,40,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,203,,,
GluNat1_01.CDF,huvec,,,,1,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,197,,,
GluNat1_01.CDF,huvec,,,,1,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,198,,Glu_13C0,
GluNat1_01.CDF,huvec,,,,1,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,199,,Glu_13C1,
GluNat1_01.CDF,huvec,,,,1,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,200,,Glu_13C2,
GluNat1_01.CDF,huvec,,,,1,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,201,,Glu_13C3,
GluNat1_01.CDF,huvec,,,,1,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,202,,Glu_13C4,
GluNat1_01.CDF,huvec,,,,1,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,203,,,
GluNat1_02.CDF,huvec,,,,2,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,197,,,
GluNat1_02.CDF,huvec,,,,2,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,198,,Glu_13C0,
GluNat1_02.CDF,huvec,,,,2,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,199,,Glu_13C1,
GluNat1_02.CDF,huvec,,,,2,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,200,,Glu_13C2,
GluNat1_02.CDF,huvec,,,,2,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,201,,Glu_13C3,
GluNat1_02.CDF,huvec,,,,2,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,202,,Glu_13C4,
GluNat1_02.CDF,huvec,,,,2,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,203,,,
GluNat1_03.CDF,huvec,,,,3,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,197,,,
GluNat1_03.CDF,huvec,,,,3,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,198,,Glu_13C0,
GluNat1_03.CDF,huvec,,,,3,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,199,,Glu_13C1,
GluNat1_03.CDF,huvec,,,,3,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,200,,Glu_13C2,
GluNat1_03.CDF,huvec,,,,3,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,201,,Glu_13C3,
GluNat1_03.CDF,huvec,,,,3,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,202,,Glu_13C4,
GluNat1_03.CDF,huvec,,,,3,1,,L-Glutamate,CHEBI:29985,C2-C5,C6H7O3NF3,3.79,203,,,
